File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
Orange Stripe#65-FY26-Wire division-English- 27- Sep'25.pdf,FY-26,Orange Stripe,65/FY-26,27-09-2025 Time: 01:19 PM,01:19 PM,302 Wire Drawing,Pithampur Wire Plant (PWP),,LTI of a contract employee,Cut injury below left ear,Contractor,M/s Inox Works Consultant Pvt Ltd (IA29),3 Star,"Yellow (C3, L4)",776 days,Yes,,,,LTI,2026.0
Orange Stripe#65-FY26-Wire division-English- 27- Sep'25.pdf,FY-26,Orange Stripe,65/FY-26,,,,,,,,,,,,,,,"1. The wire end rings were not bound, which was the violation of SOP. 2. Unsecured wire rings were manually shifted. 3. Illumination of work area was found adequate.","1. Manual Handling of sharp or springy materials should be avoided and use suitable mechanical aids for handling. 2. All end rings binding should be done before shifting to scarp bin as per SOP, and its compliance should be strengthened.",LTI,2026.0
Orange Stripe#66-FY26-Logistics TSM-Odia- 27 Sep'25.pdf,FY-26,Orange Stripe,,୨୭-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#66-FY26-Logistics TSM-English-27 Sep'25.pdf,FY-26,Orange Stripe,66/FY-26,27-09-2025 Time: 01:38 AM,01:38 AM,Wagon Tippler-1 Tunnel Entrance Area,"Raw Material Handling Circuit, TSM Logistics",,LTI of a contract employee,Cut injury on right ear and face,Contractor,M/S Lucky Minerals Pvt. Limited,4 Star,"Red Risk (C4, L4)",386 days,Yes,,,,LTI,2026.0
Orange Stripe#66-FY26-Logistics TSM-English-27 Sep'25.pdf,FY-26,Orange Stripe,66/FY-26,,,,,,,,,,,,,,,1. Work permit was not taken for this housekeeping job. 2. The positive isolation procedure was not followed for this job. 3. Interlock bypass was raised for inching operation. 4. Pullcord of J3C1 conveyor found not functioning in local mode. 5. Hooter and Emergency switches at J3C1 conveyor tail en,,LTI,2026.0
Orange Stripe#62-FY26-SMUEM TSM-Odia-24 Sep'25.pdf,FY-26,Orange Stripe,,୨୪.୦୯.୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#62-FY26-SMUEM TSM-English-24 Sep'25.pdf,FY-26,Orange Stripe,62/FY26,24.09.2025 Time: 06:30 PM,06:30 PM,"Lime Calcining Plant, Electric Control Room (LCP, ECR)","Steel Making Electrical Maintenance, LCP EM",,LTI of a company employee,Fracture in right foot,Company,,,"Yellow Risk (C3, L4)",313 days,No,,,,LTI,2026.0
Orange Stripe#62-FY26-SMUEM TSM-English-24 Sep'25.pdf,FY-26,Orange Stripe,62/FY26,,,,,,,,,,,,,,,1. Height of the panel is 100mm from the floor which created high slope and uncontrolled rollover of breaker unit. 2. Breaker trolley rack-in rack-out process was not mentioned in the SOP. 3. Breaker trolly guiding frame design was found inadequate.,1. Height of floor in front of panels should be levelled to match with elevation and avoid slope. 2. Braker trolley frame should be redesigned as per the requirement by the Design Department. 3. All ECR breaker stand should be audited and if required should be modified/fabricated as per Design Depar,LTI,2026.0
Orange Stripe#63-FY26-Combi Mill-Odia-30 Sep'25.pdf,FY-26,Orange Stripe,,୩୦.୦୯.୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#63-FY26-Combi Mill-English-30 Sep'25.pdf,FY-26,Orange Stripe,63/FY-25,30.09.2025 Time: 11:30 AM,11:30 AM,Bar inspection area,Combi Mill,Operations,LTI of a contract employee,Hair line fracture in right foot,Contractor,M/S Sahu Technical Services,3 Star,"Yellow Risk (C3, L4)",,No,,,,LTI,2026.0
Orange Stripe#63-FY26-Combi Mill-English-30 Sep'25.pdf,FY-26,Orange Stripe,63/FY-25,,,,,,,,,,,,,,,"1. Despite the availability of EOT crane and F23, IP was manually shifting the strapping coil bundles. 2. Lack of adherence to Safe Operating Procedure (SOP). 3. Lack of supervision or failure to assess the risks associated with manual handling of heavy coils.","1. Training sessions on material handling should be conducted for all employees and newly joined personnel in the department, based on their specific job roles and assigned responsibilities.",LTI,2026.0
Orange Stripe#61-FY26-CPP TSM-Odia- 22 Sep'25.pdf,FY-26,Orange Stripe,,୨୨-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#61-FY26-CPP TSM-English- 22 Sep'25.pdf,FY-26,Orange Stripe,61/FY-25,22-09-2025 Time: 04:20 PM,04:20 PM,Stripper RAV of Boiler CFBC-3,"Captive Power Plant, TSM",,LTI of a TSTSL employee,Cut injury on right-hand little finger,Contractor,Tata Steel Technical Services Limited (TSTSL),,"Yellow Risk (C3, L4)",215 days,No,,,,LTI,2026.0
Orange Stripe#61-FY26-CPP TSM-English- 22 Sep'25.pdf,FY-26,Orange Stripe,61/FY-25,,,,,,,,,,,,,,,"1. IP was using hands to balance or adjust the RAV during dismantling, which led to finger entrapment. 2. Chain block was used, but without adequate guiding or control mechanisms (e.g., guide ropes or mechanical aids).",1. Hands should never be used to balance or guide heavy components during lifting or placement. 2. Guide ropes must be attached on both sides of the object to control movement and positioning safely. 3. Mechanical aids should be used which are designed for safe handling of RAVs and similar equipment,LTI,2026.0
Orange Stripe#60-FY26-BOF TSM-Odia-18 Sep'25.pdf,FY-26,Orange Stripe,,୧୮-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#60-FY26-BOF TSM-English- 18-Sep'25.pdf,FY-26,Orange Stripe,60/FY-26,18-09-2025 Time: 03:00 AM,03:00 AM,23-meter lancing platform,"Basic Oxygen Furnace (BOF), TSM",,LTI of a contract employee,Fracture in right-hand middle finger,Contractor,M/s Lucky Minerals Private Limited,4 Star,"Yellow Risk (C3, L4)",343 days,Yes,"On September 18, 2025, during operations at Converter-1, low nitrogen (N₂) flow was observed in the Top Lance dome, causing a process hold. To address the issue, a planned cleaning activity of the Top Lance dome N₂ sealing was initiated. While performing the cleaning using a poking rod and hammer, t",,,LTI,2026.0
Orange Stripe#60-FY26-BOF TSM-English- 18-Sep'25.pdf,FY-26,Orange Stripe,60/FY-26,,,,,,,,,,,,,,,"1. N2 sealing jam had become heavy which was supposed to be cleaned after every heat, but it was not done. 2. Poking rod was nonstandard. 3. IP was using hammer which was the violation of the Standard Operating Procedure (SOP).","1. To avoid nozzle jamming, covering plate must be installed on lance dome nozzles. 2. The lance dome fitting arrangements have been modified to facilitate quicker replacement and more efficient nozzle cleaning. 3. Hammer should not be used during cleaning. If required, permission must be taken from",LTI,2026.0
Orange Stripe#58-FY26-IBMD TSJ-English-16 Sep'25.pdf,FY-26,Orange Stripe,58/FY-26,16-09-2025 Time: 08:20 AM,08:20 AM,In front of SPP office building,"Slag Processing Plant (SPP), TSJ",,LTI of a contract employee,Fracture in left-hand wrist,Contractor,M/s Nasiruddin & Sons,4 Star,"Blue Risk (C3, L3)",2147 days,No,,,,LTI,2026.0
Orange Stripe#58-FY26-IBMD TSJ-English-16 Sep'25.pdf,FY-26,Orange Stripe,58/FY-26,,,,,,,,,,,,,,,"1. Antiskid tiles were installed where IP fell. 2. IP reported sudden giddiness, which led to the fall. 3. The floor was found wet and slight moss accumulation due to the ongoing rainy season.","1. Routine inspection should be conducted for all walkways, especially during the monsoon season. 2. Moss, algae, and water accumulation should be timely removed to prevent slips and fall.",LTI,2026.0
Orange Stripe#58-FY26-IBMD TSJ-Odia-16 Sep'25 (1).pdf,FY-26,Orange Stripe,,୧୬-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#59-FY26-I BF TSJ-English-18 Sep'25.pdf,FY-26,Orange Stripe,59/FY-26,18-Sep-2025 Time: 10:15 PM,10:15 PM,Two-wheeler exit lane of L town gate,"I Blast Furnace, Operation TSJ",Cast house,LTI of a company employee,Hairline fracture on left ankle,Company,,,"Blue Risk (C3, L3)",362 days,Yes,,,,LTI,2026.0
Orange Stripe#59-FY26-I BF TSJ-English-18 Sep'25.pdf,FY-26,Orange Stripe,59/FY-26,,,,,,,,,,,,,,,1. Illumination condition was found good at the exit gate. 2. Congestions was high during exit time. 3. The bike that hit the IP was not in the queue.,1. Proper line should be followed during gate entry and exit to ensure own and other people safety and avoid congestion. 2. Defensive driving training to be provided to both the employees.,LTI,2026.0
Orange Stripe#59-FY26-I BF TSJ-Odia-18 Sep'25.pdf,FY-26,Orange Stripe,,,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#57-FY26-Logistics TSK-English-12 Sep'25 (1).pdf,FY-26,Orange Stripe,57/FY-26,12-09-2025 Time: 01:59 PM,01:59 PM,Gate 5 Exit Road,"Logistic Operations, TSK",,LTI of a contract employee,Cut injury on right-eyebrow,Contractor,M/s Frontline associates,3 Star,"Blue Risk (C3, L3)",1761 days,No,,,,LTI,2026.0
Orange Stripe#57-FY26-Logistics TSK-English-12 Sep'25 (1).pdf,FY-26,Orange Stripe,57/FY-26,,,,,,,,,,,,,,,"1. The IP was found to be anemic, and due to low hemoglobin levels, experienced dizziness (head reeling), which led to a collision with the vehicle body. 2. Road where vehicle was parked was found free from any slip/trip/fall hazard. 3. Illumination at the site was also found adequate. 4. Alcohol te","1. Regular safety awareness sessions should be conducted for heavy vehicle drivers, focusing on- safe inspection practices, hazard identification, use of PPE (Personal Protective Equipment). 2. Introduce a simple self-declaration or checklist for heavy vehicle drivers/operators to assess their fitne",LTI,2026.0
Orange Stripe#57-FY26-Logistics TSK-Odia-12 Sep'25.pdf,FY-26,Orange Stripe,,୧୨-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#54-FY26-SMMM TSM-English-09 Sep'25.pdf,FY-26,Orange Stripe,54/FY-26,09-09-2025 Time: 04:50 PM,04:50 PM,Near CRM effluent treatment plant sand filter No-2,"Steel Making Mechanical Maintenance, TSM",,LTI of contract employees,Burn injury,Contractor,M/s Automation and Technical Services,4 Star,"Red Risk (C4, L4)",289 days,No,,,,LTI,2026.0
Orange Stripe#54-FY26-SMMM TSM-English-09 Sep'25.pdf,FY-26,Orange Stripe,54/FY-26,,,,,,,,,,,,,,,1. Cutting torch knob was left opened before the start of job leading to release of LPG from torch and accumulation inside sand filter which is a confined space. 2. Spark from cutting torch lighter led to ignition of accumulated LPG inside the sand filter resulting in minor explosion and flame erupt,,LTI,2026.0
Orange Stripe#54-FY26-SMMM TSM-Odia-09 Sep'25.pdf,FY-26,Orange Stripe,,୦୯-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#55-FY26-SMS 3- TSG-Odia-24 May''25 (1).pdf,FY-26,Orange Stripe,,୦୩-୦୧-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#55-FY26-SMS 3- TSG-English-24 May'25 (1).pdf,FY-26,Orange Stripe,55/FY-26,24-05-2025 (reporting in Septe,05:00 PM,CCM-3&4 Tundish tilter area,"Steel Melting Shop-3, Refractory, TSG",,LTI of a contract employee,Burn injury at left leg ankle,Contractor,M/s Sunita Engineers Private Limited,4 Star,"Yellow Risk (C3, L4)",141 days,No,,,,LTI,2026.0
Orange Stripe#55-FY26-SMS 3- TSG-English-24 May'25 (1).pdf,FY-26,Orange Stripe,55/FY-26,,,,,,,,,,,,,,,1. Tundish cover was not placed in the proper designated area as its actual area was preoccupied by shut-down materials. 2. Tundish cover was kept at the Tundish tilting area where hot metal skull and dust come out during the tilting of the tundish due space constraints.,"1. Connecting platform should be designed and erected between Tundish preparation area to Tundish tilting platform. 2. Access control should be implemented at the areas involved in high-risk jobs. 3. Ensure all hot surfaces, dust, or residues are either removed or clearly marked with warning signs b",LTI,2026.0
Orange Stripe#52-FY26-FMD TSJ-Odia-05 Sep'25.pdf,FY-26,Orange Stripe,,୦୫-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#52-FY26-FMD TSJ-English-05 Sep'25.pdf,FY-26,Orange Stripe,52/FY-26,05-09-2025 Time: 01:58 PM,01:58 PM,Near Petrol Pump,"Fuel Management, TSJ",,LTI of a company employee,Fracture in left hand finger,Company,,,"Yellow Risk (C3, L4)",663 days,No,,,,LTI,2026.0
Orange Stripe#52-FY26-FMD TSJ-English-05 Sep'25.pdf,FY-26,Orange Stripe,52/FY-26,,,,,,,,,,,,,,,1. Road condition was found good and free from slip/trip/fall hazard. 2. Vehicle was also found in good condition. 3. IP’s physical condition was normal.,"1. Employees should plan their commute with buffer time to avoid rushing, which can lead to unsafe driving behaviour. 2. Awareness sessions should be conducted focusing on traffic rules, safe riding practices, and responsible behaviour on public roads. 3. Defensive driving sessions should be organiz",LTI,2026.0
Orange Stripe#53-FY26-Combi Mill EP-Odia-04 Sep'25.pdf,FY-26,Orange Stripe,,୦୪-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#53-FY26-Combi Mill E&P-English-04 Sep'25.pdf,FY-26,Orange Stripe,53/FY-26,04-09-2025 Time: 4:30 PM,4:30 PM,"Project site office area, Combi Mill","Combi Mill, E&P",,LTI of a company employee,Strain in right leg ankle and twist,Company,,,"Yellow Risk (C3, L4)",710 days,No,,,,LTI,2026.0
Orange Stripe#53-FY26-Combi Mill E&P-English-04 Sep'25.pdf,FY-26,Orange Stripe,53/FY-26,,,,,,,,,,,,,,,1. Uneven step was found at the container office exit area. 2. IP was not mindful during exit from container.,1. Provide Stable and proper step height at all office container entry/exit points. 2. Conduct regular inspection and maintenance of office container access point.,LTI,2026.0
Orange Stripe#44-FY26-LD1 TSJ-English- 13 Aug'25 (1).pdf,FY-26,Orange Stripe,44/FY-26,13-08-2025 Time: 12:40 PM,12:40 PM,Vessel control room staircase,"LD1, Operations TSJ",Primary Steel Making,LTI of a company employee,Mild tenderness on left ankle,Company,,,Yellow Risk (C3),161 Days,No,,,,LTI,2026.0
Orange Stripe#44-FY26-LD1 TSJ-English- 13 Aug'25 (1).pdf,FY-26,Orange Stripe,44/FY-26,,,,,,,,,,,,,,,1. Illumination and staircase condition was found good. 2. IP was in hurry and not mindful at the time of incident.,"1. Slippery tiles should be removed and replace them with anti-skid industrial-grade flooring (e.g., metal grating or textured concrete).",LTI,2026.0
Orange Stripe#41-FY26-HIN.pdf,FY-26,Orange Stripe,,06-08-2025,,,,,,,,,,,,,,,,LTI,2026.0
"Orange Stripe#46-FY26-Segment Shop, TSK-English- 19-Aug'25.pdf",FY-26,Orange Stripe,46/FY-26,19-08-2025 Time: 05:00 AM,05:00 AM,Segment service stand,Central Workshop,Segment shop,LTI of a contract employee,Fracture in right hand ring finger,Contractor,M/s Abreast Engineering Co.,3 Star,"Yellow Risk (C3, L4)",2843 days,No,,,,LTI,2026.0
"Orange Stripe#46-FY26-Segment Shop, TSK-English- 19-Aug'25.pdf",FY-26,Orange Stripe,46/FY-26,,,,,,,,,,,,,,,"1. The pin which was supposed to come out by hand (5 mm clearance) did not come, so IP used a pipe piece for pin removal. 2. Standard Operating Procedures (SOP) was available for the job but was not being followed.","1. Whenever there is jamming of the pin, manual hammering should not be done, it should be made free by operating hydraulic cylinder. 2. Use of cut-resistant and impact-resistant gloves should be mandate during mechanical work.",LTI,2026.0
Orange Stripe#47-FY26-CPP TSG-English- 23 Aug'25.pdf,FY-26,Orange Stripe,47/FY-26,23-08-2025 Time: 12:30 PM,12:30 PM,Behind 30 MW Unit -3,"Captive Power Plant, TSG",,LTI of a contract employee,Snake bite injury,Contractor,M/s TBWES Limited,3 Star,"Yellow Risk (C3, L4)",38 days,No,,,,LTI,2026.0
Orange Stripe#47-FY26-CPP TSG-English- 23 Aug'25.pdf,FY-26,Orange Stripe,47/FY-26,,,,,,,,,,,,,,,"1. Waterlogging was observed in the area near the washroom. 2. Uncontrolled vegetation growth was present, creating a habitat conducive to snakes and other pests.","1. Unwanted vegetation should be removed, and proper drainage should be ensured to eliminate waterlogging. 2. Carbolic acid should be spread at a fixed frequency to manage snake repellents and traps in high-risk zones.",LTI,2026.0
Orange Stripe#50-FY26-HSM TSJ-English-01 Sep'25.pdf,FY-26,Orange Stripe,50/FY-26,01-09-2025 Time: 06:00 AM,06:00 AM,"S1 Slab Yard, HSM","Hot Strip Mill, TSJ",,LTI of a company employee,Swelling and pain in left knee with restricted movement,Company,,,"Yellow Risk (C3, L4)",272 days,Yes,,,,LTI,2026.0
Orange Stripe#50-FY26-HSM TSJ-English-01 Sep'25.pdf,FY-26,Orange Stripe,50/FY-26,,,,,,,,,,,,,,,1. Uneven surface was found at the site. 2. Illumination at the site was found good.,1. Safety audit should be conducted of all pedestrian pathways to identify and rectify slip/trip/fall hazards. 2. Cover plates and pathway fixtures should be securely fastened and level with the walking surface. 3. Visible warning signs should be displayed near any temporary uneven surfaces or maint,LTI,2026.0
Orange Stripe#50-FY26-HSM TSJ-Odia-01 Sep'25.pdf,FY-26,Orange Stripe,,୦୧-୦୯-୨୦୨୫,,,,,,,,,,,,,,,,LTI,2026.0
Orange Stripe#51-FY26-G BF TSJ-English-03 Sep'25.pdf,FY-26,Orange Stripe,51/FY-26,03-09-2025 Time: 02:15 AM,02:15 AM,Control room staircase,"G Blast Furnace, TSJ",,LTI of a company employee,Fracture in right foot,Company,,,"Yellow Risk (C3, L4)",263 days,Yes,,,,LTI,2026.0
